ลำดับ,รายการ,หมายเลขครุภัณฑ์,หมายเลขสินทรัพย์ตามระบบ GFMIS,วันที่ได้มา,จำนวน,สภาพครุภัณฑ์,หมายเหตุ,ประเภท,สถานที่
533,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.8.2,ไม่มีหมายเลข,15 ส.ค. 57,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
534,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.15.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะปราย),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
535,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.14.2,ไม่มีหมายเลข,15 ส.ค. 57,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
536,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.7.2,ไม่มีหมายเลข,15 ส.ค. 57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะเป้),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
537,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.16.2,ไม่มีหมายเลข,15 ส.ค. 57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะว่าง),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
538,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.82.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะปุณยวีร์),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
539,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.11.2,ไม่มีหมายเลข,15 ส.ค. 57,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะว่าง),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
540,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.106.2,ไม่มีหมายเลข,15 ส.ค. 57,1,ใช้ได้,วางหลังมารีย๊ะ,สำรองไฟ (UPS),ห้องปฏิบัติการ 1
541,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-017-5-1071,ไม่มีหมายเลข,15 ส.ค. 57,1,ใช้ได้,กทผ. 5.1 (โต๊ะห้องมารีย๊ะ),สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
542,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.11.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะปาริชาติ),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
543,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.113.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะโสมวรรณ),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
544,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-001.114.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะแอร์),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
545,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.115.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะณัฐวุฒิ อนันต์),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
546,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.116.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
547,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.117.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะมะยม),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
548,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.118.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ชำรุด,ห้องปฏิบัติการ 3 (โต๊ะว่าง),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
549,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.119.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,สำรองไฟ (UPS),ห้องเก็บของ
550,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.120.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะหลิว),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
551,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.121.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะชมพู่),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
552,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.12.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะจิตรานุช),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
553,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.123.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,สำรองไฟ (UPS),ห้องเก็บของ
554,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.125.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะหญิง),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
555,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.126.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
556,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.131.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะปูน),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
557,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.133.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะมายด์),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
558,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.134.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะว่าง),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
559,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0001.135.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะฤทธิชัย),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
560,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.24.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะบิ๊ก),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
561,สำรองไฟ (UPS)  ยี่ห้อ SmartPower รุ่น ICON800i,7440-020-0002.25.2,ไม่มีหมายเลข,5 ก.พ. 59,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
562,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6797.2/2554,ไม่มีหมายเลข,5 พ.ย. 53,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะตึก),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
563,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6798.2/2554,ไม่มีหมายเลข,5 พ.ย. 53,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ ,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
564,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6799.2/2554,ไม่มีหมายเลข,5 พ.ย. 53,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ ,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
565,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6801.2/2554,ไม่มีหมายเลข,5 พ.ย. 53,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะแอ๊ว),สำรองไฟ (UPS),ห้องปฏิบัติการ 1
566,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6802.2/2554,ไม่มีหมายเลข,5 พ.ย. 53,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะแบต),สำรองไฟ (UPS),ห้องปฏิบัติการ 2
567,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6803.2/2554,ไม่มีหมายเลข,5 พ.ย. 53,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะว่าง),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
568,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6805.2/2554,ไม่มีหมายเลข,5 พ.ย. 53,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะรัญชิดา),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
569,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-7071.2,ไม่มีหมายเลข,5 พ.ย. 53,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ ,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
570,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-7062.2,ไม่มีหมายเลข,5 พ.ย. 53,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะกอบชัย),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
571,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6808.2/2554,ไม่มีหมายเลข,23 เม.ย. 56,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะแอฟ),สำรองไฟ (UPS),ห้องปฏิบัติการ 1
572,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-3072.1,ไม่มีหมายเลข,5 พ.ย. 53,1,ใช้ได้,หน้าห้องหัวหน้า กทผ. 5.2 ,สำรองไฟ (UPS),ไม่สามารถระบุได้
573,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6810.2/2554,ไม่มีหมายเลข,5 พ.ย. 53,1,ใช้ได้,ห้องเก็บของ ส่งคืนพัสดุชำรุด,สำรองไฟ (UPS),ห้องเก็บของ
574,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6811.2/2554,ไม่มีหมายเลข,5 พ.ย. 53,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะแอน),สำรองไฟ (UPS),ห้องปฏิบัติการ 1
575,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6812.2/2554,ไม่มีหมายเลข,5 พ.ย. 53,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะเทพบดินทร์),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
576,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-7064.2,ไม่มีหมายเลข,5 พ.ย. 53,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะสิรินาถ),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
577,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Gold-800,7440-013-6818.2/2554,ไม่มีหมายเลข,5 พ.ย. 53,1,ชำรุด,ห้องปฏิบัติการ 3 (โต๊ะพิทวัส),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
578,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Star series ,7440-013-7543.2,ไม่มีหมายเลข,-,1,ชำรุด,ห้องปฏิบัติการ 3 (โต๊ะนิสสัน),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
579,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Star series ,ไม่มีหมายเลข,ไม่มีหมายเลข,-,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
580,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Star series ,ไม่มีหมายเลข,ไม่มีหมายเลข,-,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
581,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Star series ,ไม่มีหมายเลข,ไม่มีหมายเลข,-,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
582,สำรองไฟ (UPS)  ยี่ห้อ Syndome รุ่น Star series ,ไม่มีหมายเลข,ไม่มีหมายเลข,-,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
583,สำรองไฟ (UPS)  ยี่ห้อ UPS 1000 VA 'PCM',6115-004-1-2457,ไม่มีหมายเลข,6 ก.ย. 53,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
584,สำรองไฟ (UPS)  ยี่ห้อ UPS 1000 VA 'PCM',6115-004-1-2461,ไม่มีหมายเลข,6 ก.ย. 53,1,ชำรุด,ห้องปฏิบัติการ 3 (โต๊ะนิรดา),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
585,สำรองไฟ (UPS)  ยี่ห้อ UPS 1000 VA 'PCM',6115-004-1-2464,ไม่มีหมายเลข,6 ก.ย. 53,1,ชำรุด,ห้องปฏิบัติการ 3 (โต๊ะนพรัตน์),สำรองไฟ (UPS),ห้องปฏิบัติการ 3
586,สำรองไฟ ยี่ห้อ D๓ รุ่น DDI-500,6115-004-1-131/2543,ไม่มีหมายเลข,มิ.ย. ๔3,1,ชำรุด,ห้องเก็บของ,สำรองไฟ (UPS),ห้องเก็บของ
587,สำรองไฟ ยี่ห้อ Leonics,6115-004-1-1-1301,ไม่มีหมายเลข,26 มิ.ย. 49,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ ,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
588,สำรองไฟ  ยี่ห้อ Deltech,7440-020-0002.25.2,ไม่มีหมายเลข,,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ ,สำรองไฟ (UPS),ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
589,คอมพิวเตอร์ ยี่ห้อ SVOA,6675-027-1507.1/2551,ไม่มีหมายเลข,,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องประชุม
590,จอคอมพิวเตอร์ ยี่ห้อ HP ,7440-020-0001.60.1,ไม่มีหมายเลข,,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,คอมพิวเตอร์,ห้องเก็บของ
591,คอมพิวเตอร์ ยี่ห้อ ACER,6675-027-1355.1,ไม่มีหมายเลข,ธ.ค. 36,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2568,คอมพิวเตอร์,ห้องประชุม
592,คอมพิวเตอร์ ยี่ห้อ MISSION ,6675-027-1359.1,ไม่มีหมายเลข,ธ.ค. 36,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2568,คอมพิวเตอร์,ห้องประชุม
593,คอมพิวเตอร์ ยี่ห้อ ACER,7440-013-0537,ไม่มีหมายเลข,23 ก.ค. 40,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องประชุม
594,คอมพิวเตอร์ ยี่ห้อ ACER,7110-013-1-361,ไม่มีหมายเลข,23 ก.ค. 40,1,ใช้ได้,พี่พงศ์ จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องเก็บวัสดุสำนักงาน
595,คอมพิวเตอร์ ยี่ห้อ COMPAQ,7440-013-1286,ไม่มีหมายเลข,9 มี.ค. 47,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องประชุม
596,จอคอมพิวเตอร์ ยี่ห้อ MISSION,7440-013-3062,ไม่มีหมายเลข,2 ต.ค. 49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
597,คอมพิวเตอร์ ยี่ห้อ SVOA,6675-027-1505.1/2551,ไม่มีหมายเลข,18 ธ.ค. 50,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องประชุม
598,คอมพิวเตอร์ ยี่ห้อ PA,6675-027-1507.1,ไม่มีหมายเลข,18 ธ.ค. 50,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2568,คอมพิวเตอร์,ห้องประชุม
599,คอมพิวเตอร์ ยี่ห้อ SVOA,6675-027-1510.1/2551,ไม่มีหมายเลข,18 ธ.ค. 50,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องประชุม
600,คอมพิวเตอร์ ยี่ห้อ SVOA,6675-027-1511.1/2551,ไม่มีหมายเลข,18 ธ.ค. 50,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องประชุม
601,คอมพิวเตอร์ ยี่ห้อ SVOA,6675-027-1515.1,ไม่มีหมายเลข,18 ธ.ค. 50,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องประชุม
602,คอมพิวเตอร์ ยี่ห้อ MPP,7440-013-4498/2551,ไม่มีหมายเลข,-,1,ใช้ได้,ห้องประชุม,คอมพิวเตอร์,ห้องประชุม
603,คอมพิวเตอร์ ยี่ห้อ MPP,7440-013-4497/2551,ไม่มีหมายเลข,-,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องประชุม
604,คอมพิวเตอร์ ยี่ห้อ MPP,7440-013-4499/2551,ไม่มีหมายเลข,-,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2568,คอมพิวเตอร์,ห้องประชุม
605,คอมพิวเตอร์ ยี่ห้อ MPP,7440-013-4488/2551,ไม่มีหมายเลข,-,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2568,คอมพิวเตอร์,ห้องประชุม
606,คอมพิวเตอร์ ยี่ห้อ MPP,7440-013-4495/2551,ไม่มีหมายเลข,-,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2568,คอมพิวเตอร์,ห้องประชุม
607,คอมพิวเตอร์ ยี่ห้อ MPP,7440-013-4169/2551,ไม่มีหมายเลข,-,1,ชำรุด,ห้องเก็บของ,คอมพิวเตอร์,ห้องเก็บของ
608,คอมพิวเตอร์ ยี่ห้อ MISSION ,7440-013-3062/2549,ไม่มีหมายเลข,-,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2568,คอมพิวเตอร์,ห้องประชุม
609,คอมพิวเตอร์ ยี่ห้อ MPP,7440-013-4493/2551,ไม่มีหมายเลข,-,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องประชุม
610,คอมพิวเตอร์ ยี่ห้อ MPP,7440-013-4501/2551,ไม่มีหมายเลข,-,1,ใช้ได้,ห้องประชุม,คอมพิวเตอร์,ห้องประชุม
611,คอมพิวเตอร์ ยี่ห้อ ACER,7440-020-0001.65,ไม่มีหมายเลข,5 ม.ค. 59,1,ใช้ได้,ห้องประชุม,คอมพิวเตอร์,ห้องประชุม
612,เครื่องพิมพ์ ยี่ห้อ CANON IP 1600,7440-010-1768,ไม่มีหมายเลข,2 ต.ค. 49,1,ใช้ได้,ห้องเก็บของ ส่งคืนพัสดุชำรุด,เครื่องพิมพ์,ห้องเก็บของ
613,เครื่องสแกนเนอร์ (A4) ยี่ห้อ EPSON,7110-013-1-355,ไม่มีหมายเลข,12 ม.ค. 59,1,ใช้ได้,กทผ.7 ขอ,เครื่องสแกนเนอร์,ห้องเก็บวัสดุสำนักงาน
614,เครื่อง PLOTER Canon รุ่น IPF 671 ,7110-013-1-606,ไม่มีหมายเลข,12 ก.ค.60,1,ใช้ได้,รับมาจากสาขาบางขุนเทียน กทม.,เครื่องพิมพ์,ห้องเก็บวัสดุสำนักงาน
615,Scanner สี A3 ยี่ห้อ EPSON รุ่น WorkForce Ds-7000,7440-020-007.264,ไม่มีหมายเลข,23 เม.ย. 56,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ ,เครื่องสแกนเนอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
616,Scanner สี A3 ยี่ห้อ EPSON รุ่น WorkForce Ds-7000,7440-020-007.263,ไม่มีหมายเลข,23 เม.ย. 56,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,เครื่องสแกนเนอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
617,เครื่องฉายภาพโปรเจคเตอร์ HITACHI รุ่น CPX445,6730-007-0053/2558,ไม่มีหมายเลข,21 ก.ย. 58,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,เครื่องฉายภาพโปรเจคเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
618,เครื่องพิมพ์ ยี่ห้อ Fuji Xerox Docuprint c2255,7440-010-5581/2555,ไม่มีหมายเลข,2555,1,ชำรุด,ส่งซ่อม,เครื่องพิมพ์,ไม่สามารถระบุได้
619,เครื่องพิมพ์มัลติฟังก์ชั่น ยี่ห้อ Fuji Xerox รุ่น Apeos Port-V C3376 ,7110-013-1-610,ไม่มีหมายเลข,24 มี.ค. 66,1,ใช้ได้,หน้าห้อง ผ.อ.,เครื่องพิมพ์,ห้องเก็บวัสดุสำนักงาน
620,เครื่องพิมพ์มัลติฟังก์ชั่น ยี่ห้อ Fuji Xerox รุ่น Apeos Port-V C3376 ,7440-010-6-0449,110000 003016 0,24 มี.ค. 66,1,ใช้ได้,ห้องปฏิบัติการ 1,เครื่องพิมพ์,ห้องปฏิบัติการ 1
621,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275 ,7440-020-0002.53,ไม่มีหมายเลข,๕ ม.ค. ๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะเพ็ญ),คอมพิวเตอร์,โถงห้องทำงานข้าราชการ
622,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275 ,7490-002-0009,ไม่มีหมายเลข,๕ ม.ค. ๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,ห้องเก็บวัสดุสำนักงาน
623,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275,7110-006-17232,ไม่มีหมายเลข,๕ ม.ค. ๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,ห้องเก็บวัสดุสำนักงาน
624,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275,7110-006-17236,ไม่มีหมายเลข,๕ ม.ค. ๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,ห้องเก็บวัสดุสำนักงาน
625,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275,7440-020-0002.68,ไม่มีหมายเลข,๕ ม.ค. ๖๗,1,ใช้ได้,รับมาจาก ศรท.  (โต๊ะสมชาย),คอมพิวเตอร์,โถงห้องทำงานข้าราชการ
626,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275,7440-020-0007.426,ไม่มีหมายเลข,๕ ม.ค. ๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,ไม่สามารถระบุได้
627,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275,7110-006-17235,ไม่มีหมายเลข,๕ ม.ค. ๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,ห้องปฏิบัติการ 1
628,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275,7110-006-17248,ไม่มีหมายเลข,๕ ม.ค. ๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,ห้องปฏิบัติการ 1
629,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275,7110-007-2-295,ไม่มีหมายเลข,๕ ม.ค. ๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,ไม่สามารถระบุได้
630,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275,7110-013-1-349,ไม่มีหมายเลข,๕ ม.ค. ๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,ไม่สามารถระบุได้
